commune;code_insee;departement;geo_point_2d
SAINT-CALAIS;72269;SARTHE;47.9250578354,0.747660967628
SAINT-CALEZ-EN-SAOSNOIS;72270;SARTHE;48.3079476641,0.311052842461
SAINT-CELERIN;72271;SARTHE;48.1258397672,0.433533893718
SAINTE-CEROTTE;72272;SARTHE;47.9011298028,0.682806358799
SAINT-CHRISTOPHE-DU-JAMBET;72273;SARTHE;48.2343278617,0.0606617233123
SAINT-CHRISTOPHE-EN-CHAMPAGNE;72274;SARTHE;47.9638649026,-0.137657502688
SAINT-CORNEILLE;72275;SARTHE;48.0774289474,0.342197463189
SAINT-COSME-EN-VAIRAIS;72276;SARTHE;48.2744377482,0.457973879241
SAINT-DENIS-DES-COUDRAIS;72277;SARTHE;48.1620373195,0.506879313638
SAINT-DENIS-D'ORQUES;72278;SARTHE;48.0311233627,-0.275648536634
SAINT-GEORGES-DE-LA-COUEE;72279;SARTHE;47.8259245181,0.59121847011
SAINT-GEORGES-DU-BOIS;72280;SARTHE;47.9720668662,0.101201029384
SAINT-GEORGES-DU-ROSAY;72281;SARTHE;48.1996205131,0.523209464167
SAINT-GEORGES-LE-GAULTIER;72282;SARTHE;48.2951885176,-0.110267923649
SAINT-GERMAIN-D'ARCE;72283;SARTHE;47.6279897995,0.286031290683
SAINT-GERMAIN-SUR-SARTHE;72284;SARTHE;48.2796531655,0.0781088012686
SAINT-GERVAIS-DE-VIC;72286;SARTHE;47.882312592,0.733164783668
SAINT-GERVAIS-EN-BELIN;72287;SARTHE;47.8700687155,0.200309682523
SAINT-HILAIRE-LE-LIERRU;72288;SARTHE;48.1088854105,0.547901080505
SAINTE-JAMME-SUR-SARTHE;72289;SARTHE;48.138410724,0.158484582373
SAINT-JEAN-D'ASSE;72290;SARTHE;48.158356786,0.121471172036
SAINT-JEAN-DE-LA-MOTTE;72291;SARTHE;47.7580584214,0.0554184806948
SAINT-JEAN-DES-ECHELLES;72292;SARTHE;48.1309646826,0.733209725788
SAINT-JEAN-DU-BOIS;72293;SARTHE;47.8649273014,-0.0337210880136
SAINT-LEONARD-DES-BOIS;72294;SARTHE;48.3541977725,-0.0869413519394
SAINT-LONGIS;72295;SARTHE;48.3534054858,0.336993327744
SAINT-MAIXENT;72296;SARTHE;48.1092450135,0.652363595226
SAINT-MARCEAU;72297;SARTHE;48.1828234191,0.122196005127
SAINT-MARS-DE-LOCQUENAY;72298;SARTHE;47.9317580131,0.506038620378
SAINT-MARS-D'OUTILLE;72299;SARTHE;47.8696754844,0.342695139915
SAINT-MARS-LA-BRIERE;72300;SARTHE;48.0174931387,0.378790037048
SAINT-MARS-SOUS-BALLON;72301;SARTHE;48.1713193566,0.272677390333
SAINT-MARTIN-DES-MONTS;72302;SARTHE;48.1512082085,0.597953696239
SAINT-MICHEL-DE-CHAVAIGNES;72303;SARTHE;48.0092301302,0.57342688237
SAINTE-OSMANE;72304;SARTHE;47.8723192705,0.610274340418
SAINT-OUEN-DE-MIMBRE;72305;SARTHE;48.2913700885,0.051229134462
SAINT-OUEN-EN-BELIN;72306;SARTHE;47.8355363425,0.212260698777
SAINT-OUEN-EN-CHAMPAGNE;72307;SARTHE;47.9578477128,-0.178608875377
SAINT-PATERNE;72308;SARTHE;48.4136370812,0.114907308448
SAINT-PAUL-LE-GAULTIER;72309;SARTHE;48.3259671658,-0.117341949056
SAINT-PAVACE;72310;SARTHE;48.0410090578,0.194891549504
SAINT-PIERRE-DE-CHEVILLE;72311;SARTHE;47.6357786169,0.434044707817
SAINT-PIERRE-DES-BOIS;72312;SARTHE;47.9414864633,-0.135650706918
SAINT-PIERRE-DES-ORMES;72313;SARTHE;48.2934012161,0.420423717805
SAINT-PIERRE-DU-LOROUER;72314;SARTHE;47.7963803238,0.50839859976
SAINT-REMY-DE-SILLE;72315;SARTHE;48.1814893411,-0.102928256564
SAINT-REMY-DES-MONTS;72316;SARTHE;48.321786609,0.382928882455
SAINT-REMY-DU-VAL;72317;SARTHE;48.3488699009,0.251095298312
SAINT-RIGOMER-DES-BOIS;72318;SARTHE;48.4009719151,0.172331723391
SAINTE-SABINE-SUR-LONGEVE;72319;SARTHE;48.1357559817,0.0899900112141
SAINT-SATURNIN;72320;SARTHE;48.0593049019,0.172849807382
SAINT-SYMPHORIEN;72321;SARTHE;48.0785627545,-0.140972858304
SAINT-ULPHACE;72322;SARTHE;48.1566973317,0.840132351008
SAINT-VICTEUR;72323;SARTHE;48.3169882456,0.0374842816825
SAINT-VINCENT-DES-PRES;72324;SARTHE;48.2955356606,0.373225492644
SAINT-VINCENT-DU-LOROUER;72325;SARTHE;47.8210184227,0.480742705963
SAOSNES;72326;SARTHE;48.3259873984,0.288443058218
SARCE;72327;SARTHE;47.7223246034,0.228700458643
SARGE-LES-LE-MANS;72328;SARTHE;48.0418982247,0.247286439875
SAVIGNE-L'EVEQUE;72329;SARTHE;48.0834488074,0.287812838107
SAVIGNE-SOUS-LE-LUDE;72330;SARTHE;47.629906916,0.0724159454527
SCEAUX-SUR-HUISNE;72331;SARTHE;48.1011260781,0.580759685853
SEGRIE;72332;SARTHE;48.2118641806,0.0166401413218
SEMUR-EN-VALLON;72333;SARTHE;48.0214150215,0.672345988795
SILLE-LE-GUILLAUME;72334;SARTHE;48.1864769196,-0.132591918679
SILLE-LE-PHILIPPE;72335;SARTHE;48.1062934505,0.34906675752
SOLESMES;72336;SARTHE;47.8443845125,-0.280679742039
SOUGE-LE-GANELON;72337;SARTHE;48.3147256299,-0.0444490879879
SOUILLE;72338;SARTHE;48.1201531494,0.17339248534
SOULIGNE-FLACE;72339;SARTHE;47.9670341132,0.0141635131783
SOULIGNE-SOUS-BALLON;72340;SARTHE;48.1366698283,0.238046849882
SOULITRE;72341;SARTHE;48.0223482346,0.441300492215
SOUVIGNE-SUR-MEME;72342;SARTHE;48.2172120607,0.648847952112
SOUVIGNE-SUR-SARTHE;72343;SARTHE;47.8249718183,-0.411523601476
SPAY;72344;SARTHE;47.9251136777,0.151021420961
SURFONDS;72345;SARTHE;47.979285909,0.462514595008
LA SUZE-SUR-SARTHE;72346;SARTHE;47.8772923207,0.0251444644642
TASSE;72347;SARTHE;47.8880451469,-0.149262839514
TASSILLE;72348;SARTHE;47.9881765912,-0.0946992624258
TEILLE;72349;SARTHE;48.1849465917,0.188449766884
TELOCHE;72350;SARTHE;47.8904177884,0.278475546841
TENNIE;72351;SARTHE;48.1097279005,-0.0864881845663
TERREHAULT;72352;SARTHE;48.20419337,0.406392146471
THELIGNY;72353;SARTHE;48.1717914833,0.785600114205
THOIGNE;72354;SARTHE;48.2851988813,0.250186351944
THOIRE-SOUS-CONTENSOR;72355;SARTHE;48.3123639724,0.205432244367
THOIRE-SUR-DINAN;72356;SARTHE;47.7646608356,0.462066578914
THOREE-LES-PINS;72357;SARTHE;47.6661683505,0.0339317804074
THORIGNE-SUR-DUE;72358;SARTHE;48.0297154005,0.519874230361
TORCE-EN-VALLEE;72359;SARTHE;48.1322879299,0.39195616258
TRANGE;72360;SARTHE;48.0291229026,0.115747157927
TRESSON;72361;SARTHE;47.9030368156,0.556315449485
LE TRONCHET;72362;SARTHE;48.1800998557,0.0814798946478
TUFFE;72363;SARTHE;48.120886565,0.50838049197
VAAS;72364;SARTHE;47.6723014522,0.315373744758
VALENNES;72366;SARTHE;48.0059667214,0.804886650467
VALLON-SUR-GEE;72367;SARTHE;47.9595693292,-0.0842449217262
VANCE;72368;SARTHE;47.8347996701,0.659547605602
VERNEIL-LE-CHETIF;72369;SARTHE;47.7196089183,0.298597882427
VERNIE;72370;SARTHE;48.1820114335,0.0183634956199
VEZOT;72372;SARTHE;48.3534640428,0.294816923539
VIBRAYE;72373;SARTHE;48.0480142116,0.739798488483
VILLAINES-LA-CARELLE;72374;SARTHE;48.3873561577,0.294814588667
VILLAINES-LA-GONAIS;72375;SARTHE;48.13356803,0.608403023138
VILLAINES-SOUS-LUCE;72376;SARTHE;47.8805456446,0.502085922886
VILLAINES-SOUS-MALICORNE;72377;SARTHE;47.7570761042,-0.104784379095
VION;72378;SARTHE;47.8146942645,-0.264230208564
VIRE-EN-CHAMPAGNE;72379;SARTHE;47.9879997602,-0.291022041763
VIVOIN;72380;SARTHE;48.2401913817,0.162292381772
VOIVRES-LES-LE-MANS;72381;SARTHE;47.9278286492,0.0845168943294
VOLNAY;72382;SARTHE;47.9518684826,0.470224737802
VOUVRAY-SUR-HUISNE;72383;SARTHE;48.0857990108,0.553521929431
VOUVRAY-SUR-LOIR;72384;SARTHE;47.6934510328,0.458489994876
YVRE-LE-POLIN;72385;SARTHE;47.8344620716,0.159510178703
YVRE-L'EVEQUE;72386;SARTHE;48.0234127838,0.282137902604
AIGUEBELETTE-LE-LAC;73001;SAVOIE;45.5476875903,5.81387589748
AIGUEBELLE;73002;SAVOIE;45.5328984806,6.30449738468
AIGUEBLANCHE;73003;SAVOIE;45.5198646844,6.51470725301
AILLON-LE-JEUNE;73004;SAVOIE;45.6088639529,6.08868598171
AILLON-LE-VIEUX;73005;SAVOIE;45.6506523863,6.08810624188
AIME;73006;SAVOIE;45.5525768932,6.61836974596
AITON;73007;SAVOIE;45.5733792643,6.257350927
AIX-LES-BAINS;73008;SAVOIE;45.6978541675,5.90388626955
ALBENS;73010;SAVOIE;45.789988746,5.93731067789
ALBERTVILLE;73011;SAVOIE;45.6683987277,6.40460338643
ALBIEZ-LE-JEUNE;73012;SAVOIE;45.2391859578,6.35812756812
ALBIEZ-MONTROND;73013;SAVOIE;45.1885296943,6.33989973257
ALLONDAZ;73014;SAVOIE;45.7116530326,6.37223835121
LES ALLUES;73015;SAVOIE;45.3697146214,6.58767852898
APREMONT;73017;SAVOIE;45.5012177421,5.93652738114
ARBIN;73018;SAVOIE;45.510931197,6.07455521712
ARGENTINE;73019;SAVOIE;45.4893893107,6.33336554074
ARITH;73020;SAVOIE;45.7213212651,6.06342859728
ARVILLARD;73021;SAVOIE;45.4097930929,6.16998092383
ATTIGNAT-ONCIN;73022;SAVOIE;45.5141356972,5.77930411133
AUSSOIS;73023;SAVOIE;45.2550275097,6.72903201851
LES AVANCHERS-VALMOREL;73024;SAVOIE;45.4607199042,6.44362178612
AVRESSIEUX;73025;SAVOIE;45.5713044928,5.69389635857
AVRIEUX;73026;SAVOIE;45.1781016318,6.74676532189
AYN;73027;SAVOIE;45.5715140758,5.74945889695
LA BALME;73028;SAVOIE;45.6779560454,5.70516932541
BARBERAZ;73029;SAVOIE;45.5520596872,5.93925556329
BARBY;73030;SAVOIE;45.5699721228,5.98303026413
BASSENS;73031;SAVOIE;45.5810128911,5.93865967351
LA BATHIE;73032;SAVOIE;45.6383854539,6.4735036135
LA BAUCHE;73033;SAVOIE;45.4819870888,5.7703646358
BEAUFORT;73034;SAVOIE;45.6857270362,6.6034275098
BELLECOMBE-EN-BAUGES;73036;SAVOIE;45.7380105012,6.14458814234
BELLENTRE;73038;SAVOIE;45.5369181938,6.73281135671
BELMONT-TRAMONET;73039;SAVOIE;45.5651185204,5.6763421885
BESSANS;73040;SAVOIE;45.292032537,7.04532734274
BETTON-BETTONET;73041;SAVOIE;45.5270872916,6.18182093379
BILLIEME;73042;SAVOIE;45.7192241812,5.81460064999
LA BIOLLE;73043;SAVOIE;45.759099279,5.91593169517
LE BOIS;73045;SAVOIE;45.4840008846,6.49947186126
BONNEVAL;73046;SAVOIE;45.5181659738,6.42775770653
BONNEVAL-SUR-ARC;73047;SAVOIE;45.3858269371,7.09178979521
BONVILLARD;73048;SAVOIE;45.5825214492,6.33021122482
BONVILLARET;73049;SAVOIE;45.5632077114,6.3154289465
BOURDEAU;73050;SAVOIE;45.6771264766,5.85370895157
LE BOURGET-DU-LAC;73051;SAVOIE;45.6441486088,5.84622475132
BOURGET-EN-HUILE;73052;SAVOIE;45.4820997208,6.21172718237
BOURGNEUF;73053;SAVOIE;45.552915929,6.24666170942
BOURG-SAINT-MAURICE;73054;SAVOIE;45.6647980545,6.76637903907
BOZEL;73055;SAVOIE;45.4621455547,6.65092707324
BRAMANS;73056;SAVOIE;45.18737013,6.84225367965
BRIDES-LES-BAINS;73057;SAVOIE;45.4538077442,6.56840188785
LA BRIDOIRE;73058;SAVOIE;45.5299612439,5.73849540904
BRISON-SAINT-INNOCENT;73059;SAVOIE;45.7395213661,5.88235600157
CESARCHES;73061;SAVOIE;45.7027845836,6.41379630554
CESSENS;73062;SAVOIE;45.8115881174,5.88557458771
CEVINS;73063;SAVOIE;45.6094285678,6.4969871671
CHALLES-LES-EAUX;73064;SAVOIE;45.5493464648,5.98357559058
CHAMBERY;73065;SAVOIE;45.583182552,5.90903392417
LA CHAMBRE;73067;SAVOIE;45.3669668762,6.29360957589
CHAMOUSSET;73068;SAVOIE;45.5652468191,6.20689994252
CHAMOUX-SUR-GELON;73069;SAVOIE;45.5341655971,6.21788663815
CHAMPAGNEUX;73070;SAVOIE;45.6266318375,5.66751566229
CHAMPAGNY-EN-VANOISE;73071;SAVOIE;45.450515364,6.77846464114
CHAMP-LAURENT;73072;SAVOIE;45.5074933777,6.20853295293
CHANAZ;73073;SAVOIE;45.8034782998,5.79654546056
LA CHAPELLE;73074;SAVOIE;45.4217303227,6.29384300807
LA CHAPELLE-BLANCHE;73075;SAVOIE;45.4497737754,6.07384698897
LA CHAPELLE-DU-MONT-DU-CHAT;73076;SAVOIE;45.7138835544,5.85471743894
LES CHAPELLES;73077;SAVOIE;45.6072931842,6.71151467254
LA CHAPELLE-SAINT-MARTIN;73078;SAVOIE;45.6499016869,5.75392460611
CHATEAUNEUF;73079;SAVOIE;45.5473788658,6.18096637147
LE CHATEL;73080;SAVOIE;45.3239149489,6.37973948477
LE CHATELARD;73081;SAVOIE;45.6813038277,6.12957262483
LA CHAVANNE;73082;SAVOIE;45.4931434452,6.06652812144
LES CHAVANNES-EN-MAURIENNE;73083;SAVOIE;45.389687369,6.2888113422
CHIGNIN;73084;SAVOIE;45.5235808519,6.0136049327
CHINDRIEUX;73085;SAVOIE;45.8127166804,5.8446052441
CLERY;73086;SAVOIE;45.6476389714,6.27314604473
COGNIN;73087;SAVOIE;45.5594810193,5.89180815798
COHENNOZ;73088;SAVOIE;45.7632895459,6.49611998394
COISE-SAINT-JEAN-PIED-GAUTHIER;73089;SAVOIE;45.5259224168,6.13092024983
LA COMPOTE;73090;SAVOIE;45.6597136497,6.14819976084
CONJUX;73091;SAVOIE;45.7934929325,5.82300314526
CORBEL;73092;SAVOIE;45.43925526,5.82865097845
LA COTE-D'AIME;73093;SAVOIE;45.6105383975,6.66721481397
CREST-VOLAND;73094;SAVOIE;45.7896752359,6.51608069874
LA CROIX-DE-LA-ROCHETTE;73095;SAVOIE;45.4746019888,6.11799818286
CRUET;73096;SAVOIE;45.5313034202,6.09302638614
CURIENNE;73097;SAVOIE;45.5594547086,6.01073450691
LES DESERTS;73098;SAVOIE;45.6408440768,5.99604230711
DETRIER;73099;SAVOIE;45.4463545043,6.09897767775
DOMESSIN;73100;SAVOIE;45.5371179998,5.70221062208
DOUCY-EN-BAUGES;73101;SAVOIE;45.6961895971,6.17641277073
DRUMETTAZ-CLARAFOND;73103;SAVOIE;45.6612110951,5.93781427031
DULLIN;73104;SAVOIE;45.5511197543,5.74939054489
LES ECHELLES;73105;SAVOIE;45.4514870099,5.74305650824
ECOLE;73106;SAVOIE;45.6287158464,6.1879831519
ENTREMONT-LE-VIEUX;73107;SAVOIE;45.4619276502,5.88514501859
EPERSY;73108;SAVOIE;45.74019201,5.9576841317
EPIERRE;73109;SAVOIE;45.4524759546,6.32466741894
ESSERTS-BLAY;73110;SAVOIE;45.6265663308,6.41875161664
ETABLE;73111;SAVOIE;45.4653754545,6.14395478368
FEISSONS-SUR-ISERE;73112;SAVOIE;45.5746002243,6.49003430382
FEISSONS-SUR-SALINS;73113;SAVOIE;45.4725612545,6.56127729089
FLUMET;73114;SAVOIE;45.8347717729,6.52972144353
FONTAINE-LE-PUITS;73115;SAVOIE;45.464621483,6.50866005158
FONTCOUVERTE-LA-TOUSSUIRE;73116;SAVOIE;45.2460484635,6.28249903846
FOURNEAUX;73117;SAVOIE;45.1790051314,6.63768399812
FRANCIN;73118;SAVOIE;45.4921246224,6.03037399148
FRENEY;73119;SAVOIE;45.1839626924,6.61246852795
FRETERIVE;73120;SAVOIE;45.5925212338,6.20927183971
FRONTENEX;73121;SAVOIE;45.6328915156,6.31143524397
GERBAIX;73122;SAVOIE;45.6072180611,5.73727466441
LA GIETTAZ;73123;SAVOIE;45.8738355415,6.51022116567
GILLY-SUR-ISERE;73124;SAVOIE;45.653102038,6.3498533574
GRANIER;73126;SAVOIE;45.6017403868,6.62154324062
GRESIN;73127;SAVOIE;45.6068898415,5.68384330888
GRESY-SUR-AIX;73128;SAVOIE;45.7239088376,5.9343072349
GRESY-SUR-ISERE;73129;SAVOIE;45.6009706105,6.24611530229
GRIGNON;73130;SAVOIE;45.6421717118,6.38372169869
HAUTECOUR;73131;SAVOIE;45.5170974575,6.54362483947
HAUTELUCE;73132;SAVOIE;45.7639265553,6.61481598841
HAUTEVILLE;73133;SAVOIE;45.5277372502,6.16582880732
HERMILLON;73135;SAVOIE;45.3048823312,6.38960278843
JACOB-BELLECOMBETTE;73137;SAVOIE;45.5515613333,5.9173220983
JARRIER;73138;SAVOIE;45.287185628,6.3075655794
JARSY;73139;SAVOIE;45.669075325,6.21321879581
JONGIEUX;73140;SAVOIE;45.7366415454,5.80069130287
LAISSAUD;73141;SAVOIE;45.4540504149,6.03226580276
LANDRY;73142;SAVOIE;45.5639247765,6.76248697474
LANSLEBOURG-MONT-CENIS;73143;SAVOIE;45.2441911207,6.92592607947
LANSLEVILLARD;73144;SAVOIE;45.2983250137,6.93326635567
LEPIN-LE-LAC;73145;SAVOIE;45.5358336406,5.79231986465
LESCHERAINES;73146;SAVOIE;45.7071042341,6.10303709808
LOISIEUX;73147;SAVOIE;45.6484157655,5.72648384584
LUCEY;73149;SAVOIE;45.7610525561,5.79415214079
MACOT-LA-PLAGNE;73150;SAVOIE;45.5224407762,6.69359362189
LES MARCHES;73151;SAVOIE;45.4923770493,5.9922950202
MARCIEUX;73152;SAVOIE;45.6148555738,5.77861801494
MARTHOD;73153;SAVOIE;45.7320735425,6.39451957192
MERCURY;73154;SAVOIE;45.688171193,6.34436944153
MERY;73155;SAVOIE;45.6368213368,5.93473047597
MEYRIEUX-TROUET;73156;SAVOIE;45.6471525763,5.78654601113
MODANE;73157;SAVOIE;45.1746302833,6.64849495084
MOGNARD;73158;SAVOIE;45.7523127284,5.95228295277
LES MOLLETTES;73159;SAVOIE;45.4665131852,6.05865523761
MONTAGNOLE;73160;SAVOIE;45.5238690773,5.91074621005
MONTAGNY;73161;SAVOIE;45.466297654,6.59859826998
MONTAILLEUR;73162;SAVOIE;45.6193039756,6.26617322454
MONTAIMONT;73163;SAVOIE;45.3743025025,6.36455124986
MONTCEL;73164;SAVOIE;45.7093447772,5.9904850832
MONTENDRY;73166;SAVOIE;45.5226367593,6.23966266966
MONTGELLAFREY;73167;SAVOIE;45.4147472793,6.33439467637
MONTGILBERT;73168;SAVOIE;45.5358137906,6.27545999399
MONTGIROD;73169;SAVOIE;45.5380698311,6.57681707779
MONTHION;73170;SAVOIE;45.6225222086,6.37284425509
MONTMELIAN;73171;SAVOIE;45.5084437218,6.05560369254
MONTRICHER-ALBANNE;73173;SAVOIE;45.2148500671,6.40795019067
MONTSAPEY;73175;SAVOIE;45.5314889919,6.36669427224
MONTVALEZAN;73176;SAVOIE;45.633431524,6.87462366552
MONTVERNIER;73177;SAVOIE;45.3327756268,6.33500792788
LA MOTTE-EN-BAUGES;73178;SAVOIE;45.7116475514,6.1315548442
LA MOTTE-SERVOLEX;73179;SAVOIE;45.6011711771,5.85409653786
MOTZ;73180;SAVOIE;45.9187981352,5.84467711779
MOUTIERS;73181;SAVOIE;45.4857466628,6.53657755978
MOUXY;73182;SAVOIE;45.6795438416,5.94799104168
MYANS;73183;SAVOIE;45.5187852164,5.97843784098
"NANCES";73184;SAVOIE;45.5854575397,5.80295380926
NOTRE-DAME-DE-BELLECOMBE;73186;SAVOIE;45.7951588236,6.55684529691
LA LECHERE;73187;SAVOIE;45.5274218608,6.46078348062
NOTRE-DAME-DES-MILLIERES;73188;SAVOIE;45.6133297459,6.35632585882
NOTRE-DAME-DU-CRUET;73189;SAVOIE;45.3752065363,6.3094948961
NOTRE-DAME-DU-PRE;73190;SAVOIE;45.5031164801,6.60523246896
NOVALAISE;73191;SAVOIE;45.5883066651,5.77193430721
LE NOYER;73192;SAVOIE;45.6672501537,6.05542044441
ONTEX;73193;SAVOIE;45.7490416401,5.82274502837
ORELLE;73194;SAVOIE;45.1983416758,6.56055750586
PALLUD;73196;SAVOIE;45.6932959601,6.38998049719
PEISEY-NANCROIX;73197;SAVOIE;45.5103194255,6.81520574462
LA PERRIERE;73198;SAVOIE;45.4297146113,6.59322071579
PLANAISE;73200;SAVOIE;45.5071148069,6.09359995038
PLANAY;73201;SAVOIE;45.4227466378,6.71458583234
PLANCHERINE;73202;SAVOIE;45.6784892181,6.2941466119
PONTAMAFREY-MONTPASCAL;73203;SAVOIE;45.3275110948,6.34849709837
LE PONT-DE-BEAUVOISIN;73204;SAVOIE;45.5356435604,5.68142349925
LE PONTET;73205;SAVOIE;45.497081703,6.23653163392
PRALOGNAN-LA-VANOISE;73206;SAVOIE;45.3498188353,6.72039060964
PRESLE;73207;SAVOIE;45.4415501506,6.16915940279
PUGNY-CHATENOD;73208;SAVOIE;45.6923319762,5.95516143969
PUYGROS;73210;SAVOIE;45.5690168338,6.04062707195
QUEIGE;73211;SAVOIE;45.7071867017,6.46543980324
RANDENS;73212;SAVOIE;45.5440801099,6.32788266521
LA RAVOIRE;73213;SAVOIE;45.5561328197,5.9602608047
ROCHEFORT;73214;SAVOIE;45.5807306821,5.71351336836
LA ROCHETTE;73215;SAVOIE;45.4592334902,6.11216246274
ROGNAIX;73216;SAVOIE;45.5705817374,6.42314451894
ROTHERENS;73217;SAVOIE;45.472199256,6.13731657303
RUFFIEUX;73218;SAVOIE;45.8514912091,5.84328531384
SAINT-ALBAN-DE-MONTBEL;73219;SAVOIE;45.5515817863,5.77939233212
SAINT-ALBAN-DES-HURTIERES;73220;SAVOIE;45.4684794014,6.24910265774
SAINT-ALBAN-DES-VILLARDS;73221;SAVOIE;45.314656637,6.23573224312
SAINT-ALBAN-LEYSSE;73222;SAVOIE;45.5881109422,5.95790977715
SAINT-ANDRE;73223;SAVOIE;45.2241143172,6.61633706922
SAINT-AVRE;73224;SAVOIE;45.3494291274,6.3154898666
SAINT-BALDOPH;73225;SAVOIE;45.529906626,5.94584830837
SAINT-BERON;73226;SAVOIE;45.5067164494,5.72513692798
SAINT-BON-TARENTAISE;73227;SAVOIE;45.389507146,6.64742719024
SAINT-CASSIN;73228;SAVOIE;45.5211376185,5.87930172549
SAINT-CHRISTOPHE;73229;SAVOIE;45.4517904868,5.78599778512
SAINT-COLOMBAN-DES-VILLARDS;73230;SAVOIE;45.2665810428,6.18303706085
SAINT-ETIENNE-DE-CUINES;73231;SAVOIE;45.3456004794,6.25994599551
SAINTE-FOY-TARENTAISE;73232;SAVOIE;45.5842289817,6.94134524499
SAINT-FRANC;73233;SAVOIE;45.4897936377,5.74256959664
SAINT-FRANCOIS-DE-SALES;73234;SAVOIE;45.6827462636,6.03682788265
SAINT-FRANCOIS-LONGCHAMP;73235;SAVOIE;45.4121018734,6.37380621288
SAINT-GENIX-SUR-GUIERS;73236;SAVOIE;45.5958143287,5.65587988646
SAINT-GEORGES-DES-HURTIERES;73237;SAVOIE;45.5076481725,6.28509753984
SAINT-GERMAIN-LA-CHAMBOTTE;73238;SAVOIE;45.7784800393,5.8787953044
SAINT-GIROD;73239;SAVOIE;45.7798123177,5.9670681717
SAINTE-HELENE-DU-LAC;73240;SAVOIE;45.4796430592,6.05492059443
SAINTE-HELENE-SUR-ISERE;73241;SAVOIE;45.6022927013,6.32652357893
SAINT-JEAN-D'ARVES;73242;SAVOIE;45.1659803652,6.27215759113
SAINT-JEAN-D'ARVEY;73243;SAVOIE;45.5971514646,5.99104015513
SAINT-JEAN-DE-BELLEVILLE;73244;SAVOIE;45.4054371324,6.44373760983
SAINT-JEAN-DE-CHEVELU;73245;SAVOIE;45.6954877529,5.82649490929
SAINT-JEAN-DE-COUZ;73246;SAVOIE;45.4651808602,5.81381473016
SAINT-JEAN-DE-LA-PORTE;73247;SAVOIE;45.5593907603,6.11977721306
SAINT-JEAN-DE-MAURIENNE;73248;SAVOIE;45.2713738871,6.34553663978
SAINT-JEOIRE-PRIEURE;73249;SAVOIE;45.5330568499,5.9893051936
SAINT-JULIEN-MONT-DENIS;73250;SAVOIE;45.2803881732,6.41769086937
SAINT-LEGER;73252;SAVOIE;45.4399186872,6.26351735583
SAINT-MARCEL;73253;SAVOIE;45.4979534787,6.56606269839
SAINTE-MARIE-D'ALVEY;73254;SAVOIE;45.5945348192,5.71473062116
SAINTE-MARIE-DE-CUINES;73255;SAVOIE;45.3192133197,6.29393151953
SAINT-MARTIN-D'ARC;73256;SAVOIE;45.206861554,6.45941152477
SAINT-MARTIN-DE-BELLEVILLE;73257;SAVOIE;45.334431769,6.51686943075
SAINT-MARTIN-DE-LA-PORTE;73258;SAVOIE;45.2637926068,6.45954136522
SAINT-MARTIN-SUR-LA-CHAMBRE;73259;SAVOIE;45.3722651224,6.32262500896
SAINT-MAURICE-DE-ROTHERENS;73260;SAVOIE;45.6217369154,5.7020587596
SAINT-MICHEL-DE-MAURIENNE;73261;SAVOIE;45.2382472621,6.49342053727
SAINT-NICOLAS-LA-CHAPELLE;73262;SAVOIE;45.8244727797,6.47927364341
SAINT-OFFENGE-DESSOUS;73263;SAVOIE;45.7387543881,6.01018266121
SAINT-OFFENGE-DESSUS;73264;SAVOIE;45.7125342056,6.01577285611
SAINT-OURS;73265;SAVOIE;45.7555682291,5.98099167623
SAINT-OYEN;73266;SAVOIE;45.5085525876,6.47859475576
SAINT-PANCRACE;73267;SAVOIE;45.2661323144,6.30078779644
SAINT-PAUL-SUR-ISERE;73268;SAVOIE;45.5869203358,6.40696654722
SAINT-PAUL;73269;SAVOIE;45.6725948958,5.79201634508
SAINT-PIERRE-D'ALBIGNY;73270;SAVOIE;45.5763259398,6.1598571367
SAINT-PIERRE-D'ALVEY;73271;SAVOIE;45.6259001138,5.73939754416
SAINT-PIERRE-DE-BELLEVILLE;73272;SAVOIE;45.4537564041,6.25884593711
SAINT-PIERRE-DE-CURTILLE;73273;SAVOIE;45.7654977445,5.82887775721
SAINT-PIERRE-D'ENTREMONT;73274;SAVOIE;45.4183046433,5.87969833573
SAINT-PIERRE-DE-GENEBROZ;73275;SAVOIE;45.461398048,5.75910376857
SAINT-PIERRE-DE-SOUCY;73276;SAVOIE;45.4878241421,6.10513680462
SAINTE-REINE;73277;SAVOIE;45.6071367127,6.14343350447
SAINT-REMY-DE-MAURIENNE;73278;SAVOIE;45.3879084612,6.23781210409
SAINT-SORLIN-D'ARVES;73280;SAVOIE;45.2010658466,6.20188332139
SAINT-SULPICE;73281;SAVOIE;45.5644614056,5.84464359287
SAINT-THIBAUD-DE-COUZ;73282;SAVOIE;45.4944443083,5.8322579118
SAINT-VITAL;73283;SAVOIE;45.6265051509,6.30021225205
SALINS-LES-THERMES;73284;SAVOIE;45.4717964236,6.5301880554
SEEZ;73285;SAVOIE;45.6478054905,6.83575624707
SERRIERES-EN-CHAUTAGNE;73286;SAVOIE;45.8813588205,5.84299329456
SOLLIERES-SARDIERES;73287;SAVOIE;45.24940562,6.81522776187
SONNAZ;73288;SAVOIE;45.6194864843,5.9172882002
LA TABLE;73289;SAVOIE;45.4723580933,6.1858039721
