groups;annee;mois;jour;code_commune;commune.x;surface_ha;type_vegetation;lieu_de_stockage;masse_tonne_matiere_seche;source;rmq;date;datemj;dateym;commune.y;departement;code_departement;geom;temperature_C;relative_humidity;wind_speed_ms
agri_fire;2002;7;16;85035;Bretignolles-sur-Mer;2,000;champ;NA;NA;ouest France;NA;2002-07-16;07-16;2002-07;LA BRETONNIERE-LA-CLAYE;VENDEE;85;c(-1.26773426545, 46.4879459421);19,41860351562502274;74,0376510620117;3,6250689029693604
agri_fire;2002;7;17;72128;Évaillé;2,000;recolte;NA;NA;ouest France;NA;2002-07-17;07-17;2002-07;EVAILLE;SARTHE;72;c(0.626909662566, 47.9002296748);16,63881835937502274;78,8355407714844;2,7601230144500732
agri_fire;2002;7;27;44096;Mésanger;2,000;paille;NA;NA;ouest France;NA;2002-07-27;07-27;2002-07;MESANGER;LOIRE-ATLANTIQUE;44;c(-1.22583390119, 47.4288834101);20,35146484375002274;78,4601745605469;2,4992482662200928
agri_fire;2002;7;29;53095;Épineux-le-Seguin;1,000;chaume;NA;NA;ouest France;NA;2002-07-29;07-29;2002-07;EPINEUX-LE-SEGUIN;MAYENNE;53;c(-0.350865340153, 47.941800225);21,28823242187502274;76,8545303344727;2,9294726848602295
agri_fire;2002;7;29;72259;Rouperroux-le-Coquet;3,000;paille;NA;NA;ouest France;NA;2002-07-29;07-29;2002-07;ROUPERROUX-LE-COQUET;SARTHE;72;c(0.438592972489, 48.2293569796);21,83510742187502274;73,9238204956055;3,0144329071044922
agri_fire;2002;7;29;72022;Le Bailleul;3,000;prairie;NA;NA;ouest France;NA;2002-07-29;07-29;2002-07;LE BAILLEUL;SARTHE;72;c(-0.179561724396, 47.7724310115);22,10854492187502274;71,9230499267578;2,8421623706817627
build_agri_fire;2002;8;4;85213;Rives-de-l’Yon (Saint-Florent-des-Bois);NA;foin_paille;hangar;NA;ouest France;NA;2002-08-04;08-04;2002-08;SAINTE-FOY;VENDEE;85;c(-1.69243074733, 46.5327600427);15,21474609375002274;93,7156600952148;1,9381105899810791
build_agri_fire;2002;8;10;85262;Saint-Philbert-de-Bouaine;NA;foin_paille;hangar;120,0;ouest France;NA;2002-08-10;08-10;2002-08;SAINT-PIERRE-DU-CHEMIN;VENDEE;85;c(-0.701777715154, 46.6957771744);14,27626953125002274;84,2534713745117;3,5389790534973145
build_agri_fire;2002;8;10;44164;Saint-Hilaire-de-Chaléons;NA;foin_paille;hangar;200,0;ouest France;NA;2002-08-10;08-10;2002-08;SAINT-HILAIRE-DE-CHALEONS;LOIRE-ATLANTIQUE;44;c(-1.87983637967, 47.0958948849);15,57509765625002274;80,5075378417969;4,4606676101684570
build_agri_fire;2002;8;14;44027;Casson;NA;foin_paille;hangar;200,0;ouest France;NA;2002-08-14;08-14;2002-08;CASSON;LOIRE-ATLANTIQUE;44;c(-1.55573718805, 47.3920308092);17,58339843750002274;85,9226074218750;2,1905009746551514
agri_fire;2002;8;16;61167;Anceins;1,000;chaume;NA;NA;ouest France;NA;2002-08-16;08-16;2002-08;LA FERTE-FRENEL;ORNE;61;c(0.508544741133, 48.8362459554);18,14687500000002274;93,1114044189453;2,0087158679962158
agri_fire;2002;8;16;61331;Le Plantis;1,000;paille;NA;NA;ouest France;NA;2002-08-16;08-16;2002-08;LE PLANTIS;ORNE;61;c(0.397038776409, 48.6037546825);18,97500000000002274;90,3819961547852;2,1623482704162598
build_agri_fire;2002;8;17;35085;Combourg;NA;foin_paille;hangar;95,0;ouest France;NA;2002-08-17;08-17;2002-08;COMBOURG;ILLE-ET-VILAINE;35;c(-1.74519435019, 48.4083560805);16,51210937500002274;92,0389556884766;1,1910915374755859
agri_fire;2002;8;19;61100;la Chapelle-Viel;50,000;cereale;NA;NA;ouest France;NA;2002-08-19;08-19;2002-08;LA CHAPELLE-VIEL;ORNE;61;c(0.612218004614, 48.7099526297);16,81777343750002274;90,5556793212891;2,6280038356781006
agri_fire;2002;8;22;53052;champfrémont;7,000;broussaille;NA;NA;ouest France;NA;2002-08-22;08-22;2002-08;CHAMPFREMONT;MAYENNE;53;c(-0.104054621774, 48.4329079781);14,91713867187502274;72,5135650634766;2,1346573829650879
build_agri_fire;2002;8;30;49372;Vieil-Baugé;NA;fourrage;hangar;800,0;ouest France;NA;2002-08-30;08-30;2002-08;LE VIEIL-BAUGE;MAINE-ET-LOIRE;49;c(-0.144289456956, 47.5209776407);16,17617187500002274;86,6155242919922;1,5362147092819214
agri_fire;2002;9;2;22221;PLOUGUIEL;1,000;broussaille;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;PLOUGUIEL;COTES-D'ARMOR;22;c(-3.2454956347, 48.8047926753);17,39296875000002274;83,5266265869141;3,9017419815063477
agri_fire;2002;9;2;22046;le mené (clos neuf);4,000;NA;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;COLLINEE;COTES-D'ARMOR;22;c(-2.52246803693, 48.2937312654);17,20156250000002274;73,1007308959961;2,2329766750335693
agri_fire;2002;9;2;22345;Trébry;4,000;tallus;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;TREBRY;COTES-D'ARMOR;22;c(-2.55853331378, 48.3456919515);16,98085937500002274;74,2899932861328;2,2377972602844238
agri_fire;2002;9;2;35146;Langouet (le cran);2,000;bois;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;LANGOUET;ILLE-ET-VILAINE;35;c(-1.80881548185, 48.2549305209);17,95742187500002274;69,6350250244141;2,0138754844665527
build_agri_fire;2002;9;4;44160;Saint-Géréon;NA;fourrage;hangar;20,0;ouest France;NA;2002-09-04;09-04;2002-09;SAINT-GEREON;LOIRE-ATLANTIQUE;44;c(-1.20922739659, 47.3707222612);13,18349609375002274;92,6269989013672;2,3995666503906250
build_agri_fire;2002;9;7;53054;Changé;NA;paille_foin;hangar;300,0;ouest France;NA;2002-09-07;09-07;2002-09;CHANGE;MAYENNE;53;c(-0.800104772023, 48.1079801148);14,90297851562502274;96,7489700317383;1,7649787664413452
build_agri_fire;2002;9;22;44007;Avessac;NA;fourrage;hangar;300,0;ouest France;NA;2002-09-22;09-22;2002-09;AVESSAC;LOIRE-ATLANTIQUE;44;c(-1.97050871505, 47.635436304);13,04555664062502274;79,2302627563477;2,8332421779632568
build_agri_fire;2002;9;24;29220;Pont-l'Abbé;NA;paille;hangar;60,0;ouest France;NA;2002-09-24;09-24;2002-09;PONT-L'ABBE;FINISTERE;29;c(-4.21962319652, 47.8654885488);13,53286132812502274;59,6821784973145;5,4661741256713867
agri_fire;2002;9;29;72267;Saint-Aubin-des-Coudrais;2,500;ble;NA;NA;ouest France;NA;2002-09-29;09-29;2002-09;SAINT-AUBIN-DES-COUDRAIS;SARTHE;72;c(0.579073483742, 48.1788442585);10,82656250000002274;65,2996597290039;2,8902826309204102
build_agri_fire;2002;10;6;53145;Marigné-Peuton;NA;paille;hangar;5,0;ouest France;NA;2002-10-06;10-06;2002-10;MARIGNE-PEUTON;MAYENNE;53;c(-0.798902117267, 47.8580802657);10,51503906250002274;88,9473724365234;2,4548156261444092
build_agri_fire;2002;10;12;44170;Saint-Julien-de-Vouvantes;NA;paille;hangar;400,0;ouest France;NA;2002-10-12;10-12;2002-10;SAINT-JULIEN-DE-VOUVANTES;LOIRE-ATLANTIQUE;44;c(-1.22941680644, 47.653118581);9,22988281250002274;92,6123886108398;1,5878331661224365
build_agri_fire;2002;10;12;14449;Monts-en-Bessin;NA;fourrage;hangar;300,0;ouest France;NA;2002-10-12;10-12;2002-10;MONTS-EN-BESSIN;CALVADOS;14;c(-0.611431669802, 49.121907033);8,55214843750002274;86,5881347656250;1,8951660394668579
agri_fire;2002;10;20;72276;Saint-Cosme-en-Vairais;4,000;herbe;NA;NA;ouest France;NA;2002-10-20;10-20;2002-10;SAINT-COSME-EN-VAIRAIS;SARTHE;72;c(0.457973879241, 48.2744377482);14,22988281250002274;85,7623138427734;2,8048694133758545
build_agri_fire;2002;10;25;53148;Mée;NA;ble_paille;hangar;225,0;ouest France;NA;2002-10-25;10-25;2002-10;MEE;MAYENNE;53;c(-0.865499945684, 47.8016835943);13,66738281250002274;69,4929199218750;7,6197147369384766
build_agri_fire;2002;11;19;53253;Saint-Saturnin-du-Limet;NA;paille_animaux;hangar;NA;ouest France;NA;2002-11-19;11-19;2002-11;SAINT-SATURNIN-DU-LIMET;MAYENNE;53;c(-1.08925376057, 47.8160669984);6,35292968750002274;86,6001739501953;4,0488576889038086
build_agri_fire;2002;11;25;50197;Gavray;NA;paille;hangar;10,0;ouest France;NA;2002-11-25;11-25;2002-11;GAVRAY;MANCHE;50;c(-1.32927187447, 48.901866947);5,98305664062502274;98,7795562744141;2,6908807754516602
build_agri_fire;2002;12;7;72134;Flée;NA;engrais;hangar;NA;ouest France;NA;2002-12-07;12-07;2002-12;FLEE;SARTHE;72;c(0.457355528125, 47.7316026242);1,97719726562502274;86,1787185668945;2,0180578231811523
build_agri_fire;2003;1;4;22079;Hénon;NA;foin_paille;hangar;50,0;ouest France;NA;2003-01-04;01-04;2003-01;HENON;COTES-D'ARMOR;22;c(-2.68322883028, 48.3866424703);-0,54697265624997726;94,6066207885742;0,7802440524101257
build_agri_fire;2003;1;13;56119;Locoal-Mendon;NA;foin_paille;hangar;NA;ouest France;NA;2003-01-13;01-13;2003-01;LOCOAL-MENDON;MORBIHAN;56;c(-3.11005717259, 47.70208162);6,67421875000002274;77,3909683227539;4,1138730049133301
build_agri_fire;2003;1;14;50593;Teurthéville-Bocage;NA;foin_paille;hangar;30,0;ouest France;NA;2003-01-14;01-14;2003-01;TEURTHEVILLE-BOCAGE;MANCHE;50;c(-1.39477640051, 49.592445598);6,45131835937502274;83,3818054199219;7,9635500907897949
build_agri_fire;2003;1;28;14063;Bernesq;NA;fourrage;hangar;30,0;ouest France;NA;2003-01-28;01-28;2003-01;BERNESQ;CALVADOS;14;c(-0.931449567611, 49.2737716158);5,23647460937502274;76,1625976562500;7,1619300842285156
build_agri_fire;2003;2;3;35211;Paimpont;NA;fourrage;hangar;NA;ouest France;NA;2003-02-03;02-03;2003-02;PAIMPONT;ILLE-ET-VILAINE;35;c(-2.17342058709, 48.030192406);3,99208984375002274;86,9487915039062;5,2864098548889160
build_agri_fire;2003;2;15;85097;La Gaubretière;NA;foin_paille;hangar;NA;ouest France;NA;2003-02-15;02-15;2003-02;LA GENETOUZE;VENDEE;85;c(-1.50410719693, 46.7244524541);-1,88867797851560226;80,4118194580078;2,7945539951324463
build_agri_fire;2003;2;23;14288;Fresne-Camilly;NA;paille_lin;hangar;NA;ouest France;NA;2003-02-23;02-23;2003-02;LE FRESNE-CAMILLY;CALVADOS;14;c(-0.487666830521, 49.2562338542);8,14351806640627274;93,1080551147461;2,3163444995880127
build_agri_fire;2003;2;23;22322;Saint-Péver;NA;foin_paille;hangar;NA;ouest France;NA;2003-02-23;02-23;2003-02;SAINT-PEVER;COTES-D'ARMOR;22;c(-3.09102052353, 48.4822950613);5,56539306640627274;98,7662353515625;1,9899719953536987
build_agri_fire;2003;2;24;72047;Brette-les-Pins;NA;NA;hangar;NA;ouest France;NA;2003-02-24;02-24;2003-02;BRETTE-LES-PINS;SARTHE;72;c(0.326771387948, 47.9107877747);7,63247070312502274;74,7701187133789;3,7398488521575928
build_agri_fire;2003;3;16;22372;Trémuson;NA;fourrage;hangar;NA;ouest France;NA;2003-03-16;03-16;2003-03;TREMUSON;COTES-D'ARMOR;22;c(-2.84790774522, 48.5248190208);6,43911132812502274;64,2724456787109;3,9962642192840576
build_agri_fire;2003;4;3;22254;Prat;NA;fourrage;hangar;NA;ouest France;NA;2003-04-03;04-03;2003-04;PRAT;COTES-D'ARMOR;22;c(-3.29802324655, 48.6822524197);5,97158203125002274;92,8764801025391;1,9507726430892944
build_agri_fire;2003;4;11;56207;Saint-Barthélemy;NA;paille_materiel_divers;hangar;NA;ouest France;NA;2003-04-11;04-11;2003-04;SAINT-BARTHELEMY;MORBIHAN;56;c(-3.04066993826, 47.9265481211);6,92470703125002274;73,7764205932617;2,3657500743865967
build_agri_fire;2003;4;19;22259;Quévert;NA;paille_foin;hangar;120,0;ouest France;NA;2003-04-19;04-19;2003-04;QUEVERT;COTES-D'ARMOR;22;c(-2.08562877928, 48.463126899);9,50258789062502274;56,0657730102539;6,0317625999450684
build_agri_fire;2003;4;24;61163;La Ferrière-aux-Etangs;NA;fourrage;hangar;30,0;ouest France;NA;2003-04-24;04-24;2003-04;LA FERRIERE-AUX-ETANGS;ORNE;61;c(-0.508551110895, 48.6515598236);12,15688476562502274;77,4108581542969;1,6600760221481323
build_agri_fire;2003;4;25;85038;LES BROUZILS;NA;fourrage;hangar;200,0;ouest France;NA;2003-04-25;04-25;2003-04;LA BRUFFIERE;VENDEE;85;c(-1.18329758318, 47.0148006973);13,64296875000002274;92,7594451904297;2,4548156261444092
build_agri_fire;2003;5;2;14514;Pont-l'Évêque;NA;fourrage;hangar;NA;ouest France;NA;2003-05-02;05-02;2003-05;PONT-L'EVEQUE;CALVADOS;14;c(0.187666368193, 49.2805619214);9,45253906250002274;79,3913040161133;6,5598011016845703
build_agri_fire;2003;5;8;53208;Saint-Cyr-en-Pail;NA;foin_paille;hangar;40,0;ouest France;NA;2003-05-08;05-08;2003-05;SAINT-CYR-EN-PAIL;MAYENNE;53;c(-0.253528252762, 48.4338588382);11,81484375000002274;78,7575454711914;1,9723744392395020
build_agri_fire;2003;5;9;61332;Pointel;NA;fourrage;hangar;NA;ouest France;NA;2003-05-09;05-09;2003-05;POINTEL;ORNE;61;c(-0.348493610503, 48.6945257579);7,13637695312502274;80,3981323242188;1,4443827867507935
build_agri_fire;2003;5;15;61169;Flers;NA;fourrage;hangar;150,0;ouest France;NA;2003-05-15;05-15;2003-05;FLERS;ORNE;61;c(-0.562509564641, 48.7399319125);9,91665039062502274;60,7645874023438;2,2400972843170166
build_agri_fire;2003;5;15;61227;Lignou;NA;NA;hangar;NA;ouest France;NA;2003-05-15;05-15;2003-05;LIGNOU;ORNE;61;c(-0.342978146704, 48.6736724147);9,62563476562502274;60,7945442199707;2,2330589294433594
build_agri_fire;2003;5;26;85046;La Chaize-le-Vicomte;NA;canneton;hangar;NA;ouest France;6000 cannetons;2003-05-26;05-26;2003-05;CHALLANS;VENDEE;85;c(-1.84036683139, 46.8354416653);11,80629882812502274;87,7526702880859;2,8403692245483398
build_agri_fire;2003;5;28;61035;Beauvain;NA;fourrage;hangar;50,0;ouest France;NA;2003-05-28;05-28;2003-05;BEAUVAIN;ORNE;61;c(-0.302633037156, 48.6202503674);14,77797851562502274;81,4054336547852;2,1800842285156250
build_agri_fire;2003;10;2;42283;Saint-Romain-en-Jarez;NA;fruits_materiels_produits_chimiques;hangar;NA;ouest France;5 T d'ammonitrates = fortes explosion et plusieurs blessés;2003-10-02;10-02;2003-10;SAINT-ROMAIN-EN-JAREZ;LOIRE;42;c(4.54150317464, 45.5651376948);17,45351562500002274;82,0381622314453;3,7436623573303223
build_agri_fire;2003;10;5;22233;Plourivo;NA;foin;hangar;30,0;ouest France;NA;2003-10-05;10-05;2003-10;PLOURIVO;COTES-D'ARMOR;22;c(-3.09320460347, 48.7416286084);10,70717773437502274;63,2989273071289;5,5192222595214844
build_agri_fire;2003;10;7;56260;VANNES;NA;paille;hangar;60,0;ouest France;3.5 tonnes d'amonitrates;2003-10-07;10-07;2003-10;VANNES;MORBIHAN;56;c(-2.75714329498, 47.6597493766);13,14296875000002274;84,1398925781250;3,6791431903839111
build_agri_fire;2003;10;18;38044;Biol;NA;paille;hangar;400,0;AFP;30 tonnes d'ammonitrate qui n'ont pas brulées;2003-10-18;10-18;2003-10;BIOL;ISERE;38;c(5.36908721787, 45.4963748824);5,70229492187502274;87,9623184204102;1,5001919269561768
agri_fire;2003;9;23;85282;Sigournais;NA;chaume;NA;NA;ouest France;NA;2003-09-23;09-23;2003-09;SOULLANS;VENDEE;85;c(-1.91392699457, 46.7951288466);12,82265625000002274;60,6831626892090;4,3493404388427734
agri_fire;2003;9;20;72223;Noyen;2,000;chaume;NA;NA;ouest France;NA;2003-09-20;09-20;2003-09;NOYEN-SUR-SARTHE;SARTHE;72;c(-0.100335586338, 47.8589974473);18,58217773437502274;67,9175949096680;2,2103681564331055
agri_fire;2003;9;17;22215;Ploufragan;2,000;champ;NA;NA;ouest France;NA;2003-09-17;09-17;2003-09;PLOUFRAGAN;COTES-D'ARMOR;22;c(-2.80851630928, 48.4877482968);15,49746093750002274;90,9022064208984;2,2477693557739258
agri_fire;2003;9;13;22233;Plourivo;0,040;sapin;NA;NA;ouest France;NA;2003-09-13;09-13;2003-09;PLOURIVO;COTES-D'ARMOR;22;c(-3.09320460347, 48.7416286084);17,06118164062502274;82,3721923828125;3,5712485313415527
agri_fire;2003;9;13;22162;Paimpol;NA;chaume;NA;NA;ouest France;NA;2003-09-13;09-13;2003-09;PAIMPOL;COTES-D'ARMOR;22;c(-3.05459397042, 48.7733386239);17,36391601562502274;82,7437133789062;4,2129702568054199
agri_fire;2003;9;3;22031;Carnoët;NA;chaume_lande;NA;NA;ouest France;NA;2003-09-03;09-03;2003-09;CARNOET;COTES-D'ARMOR;22;c(-3.53248136925, 48.3597303691);14,08437500000002274;82,1982269287109;3,0409650802612305
agri_fire;2003;8;28;50085;Bricqueville sur mer;4,500;chaume;NA;NA;ouest France;NA;2003-08-28;08-28;2003-08;BRICQUEVILLE-SUR-MER;MANCHE;50;c(-1.51381189352, 48.9183887139);17,96376953125002274;86,4022521972656;2,9179751873016357
agri_fire;2003;8;25;29241;Kernével;1,500;chaume;NA;NA;ouest France;NA;2003-08-25;08-25;2003-08;ROSPORDEN;FINISTERE;29;c(-3.80153477736, 47.9583041483);18,81850585937502274;80,0681991577148;0,2578015327453613
agri_fire;2003;8;13;93073;Tremblay-en-France;3,000;champ;NA;NA;AFP;NA;2003-08-13;08-13;2003-08;VAUJOURS;SEINE-SAINT-DENIS;93;c(2.5810025704, 48.9324772605);24,02919921875002274;61,7135925292969;2,0626091957092285
agri_fire;2003;8;11;53126;Larchamp;1,000;chaume;NA;NA;ouest France;NA;2003-08-11;08-11;2003-08;LARCHAMP;MAYENNE;53;c(-1.00336742476, 48.3492150628);23,92641601562502274;82,3079376220703;1,3049424886703491
agri_fire;2003;8;11;53014;Azé;2,000;chaume;NA;NA;ouest France;NA;2003-08-11;08-11;2003-08;AZE;MAYENNE;53;c(-0.657885317512, 47.8288251994);24,11196289062502274;77,7918014526367;2,1279115676879883
agri_fire;2003;8;10;61150;Echauffour;5,000;chaume;NA;NA;ouest France;NA;2003-08-10;08-10;2003-08;ECHAUFFOUR;ORNE;61;c(0.395097737587, 48.7322506455);25,68227539062502274;44,8703918457031;2,2384550571441650
agri_fire;2003;8;9;22251;Pordic;0,100;chaume;NA;NA;ouest France;NA;2003-08-09;08-09;2003-08;PORDIC;COTES-D'ARMOR;22;c(-2.82517190036, 48.5702275208);NA;NA;NA
agri_fire;2003;8;9;61301;Neauphe sous Essay;0,500;chaume;NA;NA;ouest France;NA;2003-08-09;08-09;2003-08;NEAUPHE-SOUS-ESSAI;ORNE;61;c(0.194252543746, 48.5638348673);26,63491210937502274;43,1936874389648;2,6468510627746582
agri_fire;2003;8;5;22203;Ploeuc-sur-Lié;1,500;chaume;NA;NA;ouest France;NA;2003-08-05;08-05;2003-08;PLOEUC-SUR-LIE;COTES-D'ARMOR;22;c(-2.76649702896, 48.3440952237);20,90981445312502274;77,0113906860352;1,9745362997055054
agri_fire;2003;8;5;14256;Étreham;2,000;chaume;NA;NA;ouest France;NA;2003-08-05;08-05;2003-08;ETREHAM;CALVADOS;14;c(-0.793272480023, 49.3208069288);26,08168945312502274;50,7617607116699;2,4130840301513672
agri_fire;2003;8;5;72205;Montbizot;0,150;chaume;NA;NA;ouest France;NA;2003-08-05;08-05;2003-08;MONTBIZOT;SARTHE;72;c(0.182398817667, 48.1530640298);26,94301757812502274;46,3603210449219;2,9467554092407227
agri_fire;2003;8;2;14241;Épinay-sur-Odon;6,000;chaume;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;EPINAY-SUR-ODON;CALVADOS;14;c(-0.619078817289, 49.0688314523);16,41079101562502274;84,7465820312500;1,8047307729721069
agri_fire;2003;8;2;22176;Plédran;0,100;broussaille;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;PLEDRAN;COTES-D'ARMOR;22;c(-2.745361546, 48.4430297904);16,27602539062502274;90,9750289916992;2,3684146404266357
agri_fire;2003;8;2;22180;Plélan-le-Petit;1,000;broussaille;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;PLELAN-LE-PETIT;COTES-D'ARMOR;22;c(-2.22409129331, 48.427284639);17,19008789062502274;88,4768295288086;2,3601427078247070
agri_fire;2003;8;2;22136;Loudéac;2,000;chaume;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;LOUDEAC;COTES-D'ARMOR;22;c(-2.75097544378, 48.1740293909);16,42836914062502274;87,2510528564453;2,7728130817413330
agri_fire;2003;8;2;22178;Pléhédel;0,050;chaume;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;PLEHEDEL;COTES-D'ARMOR;22;c(-3.00638352485, 48.6949303191);16,43422851562502274;90,0495758056641;2,9113726615905762
agri_fire;2003;8;3;22214;Plouézec;NA;chaume;NA;NA;ouest France;NA;2003-08-03;08-03;2003-08;PLOUEZEC;COTES-D'ARMOR;22;c(-2.9791439557, 48.7387813748);18,35683593750002274;88,0414276123047;2,9044740200042725
agri_fire;2003;7;31;56178;Pontivy;10,000;ble_chaume;NA;NA;ouest France;NA;2003-07-31;07-31;2003-07;PONTIVY;MORBIHAN;56;c(-2.97046592885, 48.0729953877);13,85317382812502274;85,1168060302734;1,9227974414825439
agri_fire;2003;7;24;12167;Najac;20,000;chaume_bois;NA;NA;AFP;NA;2003-07-24;07-24;2003-07;"NAJAC";AVEYRON;12;c(1.96305922109, 44.211295506);17,77700195312502274;84,3000869750977;1,1302026510238647
agri_fire;2003;7;22;61490;Tournai-sur-Dive;2,000;ble_chaume;NA;NA;ouest France;NA;2003-07-22;07-22;2003-07;TOURNAI-SUR-DIVE;ORNE;61;c(0.0439108281261, 48.8106770801);17,31411132812502274;79,9684295654297;0,9667497277259827
agri_fire;2003;7;18;77260;Longueville;14,000;chaume;NA;NA;AFP;NA;2003-07-18;07-18;2003-07;LONGUEVILLE;SEINE-ET-MARNE;77;c(3.23853264046, 48.5144915649);19,97646484375002274;53,5345306396484;2,6895835399627686
agri_fire;2003;7;18;77025;Bazoche-lès-Bray;6,000;chaume;NA;NA;AFP;NA;2003-07-18;07-18;2003-07;BAZOCHES-LES-BRAY;SEINE-ET-MARNE;77;c(3.19261811911, 48.3983722929);20,05849609375002274;54,2335815429688;2,6933624744415283
agri_fire;2003;7;15;72300;Saint-Mars-la-Brière;0,040;herbe_seche;NA;NA;ouest France;NA;2003-07-15;07-15;2003-07;SAINT-MARS-LA-BRIERE;SARTHE;72;c(0.378790037048, 48.0174931387);24,87978515625002274;60,7106857299805;2,9125759601593018
agri_fire;2003;7;15;72302;Saint-Martin-des-Monts;0,060;NA;NA;NA;ouest France;NA;2003-07-15;07-15;2003-07;SAINT-MARTIN-DES-MONTS;SARTHE;72;c(0.597953696239, 48.1512082085);24,63369140625002274;62,2757034301758;2,8378086090087891
agri_fire;2003;7;15;72210;Montreuil-le-Henri;1,000;chaume;NA;NA;ouest France;NA;2003-07-15;07-15;2003-07;MONTREUIL-LE-HENRI;SARTHE;72;c(0.571664578097, 47.8619039789);24,85048828125002274;56,8917388916016;3,0451734066009521
agri_fire;2003;7;14;22048;Corseul;10,000;chaume;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;CORSEUL;COTES-D'ARMOR;22;c(-2.16620752689, 48.4828884637);23,12636718750002274;72,7119598388672;1,9920600652694702
agri_fire;2003;7;14;22116;Lanrodec;8,000;chaume;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;LANRODEC;COTES-D'ARMOR;22;c(-3.04323930161, 48.4997744033);21,98964843750002274;77,6282196044922;1,6437245607376099
agri_fire;2003;7;14;22186;Val-André (Pléneuf);NA;broussaille;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;PLENEUF-VAL-ANDRE;COTES-D'ARMOR;22;c(-2.53016887694, 48.5840054611);22,31582031250002274;74,8924407958984;1,1199966669082642
agri_fire;2003;7;14;22321;Saint-Nicolas-du-Pélem;NA;ble;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;SAINT-NICOLAS-DU-PELEM;COTES-D'ARMOR;22;c(-3.16405050641, 48.3228229089);21,43300781250002274;77,6214370727539;0,9583173394203186
agri_fire;2003;7;14;22353;Trégastel;0,100;broussaille;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;TREGASTEL;COTES-D'ARMOR;22;c(-3.50640333126, 48.817321796);19,19472656250002274;81,5087738037109;3,1981348991394043
agri_fire;2003;7;14;22054;Erquy;0,050;lande;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;ERQUY;COTES-D'ARMOR;22;c(-2.45858442922, 48.6194186311);22,31582031250002274;74,8924407958984;1,1199966669082642
agri_fire;2003;7;14;14579;Saint-Georges-d'Aunay (Seulline);6,000;chaume;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;SAINT-GEORGES-D'AUNAY;CALVADOS;14;c(-0.688629006888, 49.0267772033);22,77871093750002274;56,6180839538574;2,4037172794342041
agri_fire;2003;7;13;22201;Plévenon;0,500;lande;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;PLEVENON;COTES-D'ARMOR;22;c(-2.32020473916, 48.6575564031);NA;NA;NA
agri_fire;2003;7;13;22114;Lanrelas;0,500;chaume;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;LANRELAS;COTES-D'ARMOR;22;c(-2.29585343012, 48.2463148524);19,96914062500002274;58,2250900268555;2,5400886535644531
agri_fire;2003;7;13;22343;Trébeurden;0,010;broussaille;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;TREBEURDEN;COTES-D'ARMOR;22;c(-3.55769238632, 48.7707775944);19,83242187500002274;72,3536224365234;5,8106322288513184
agri_fire;2003;7;13;77471;Tousson;60,000;recolte;NA;NA;AFP Le Parisien;NA;2003-07-13;07-13;2003-07;TOUSSON;SEINE-ET-MARNE;77;c(2.45792608191, 48.3433486346);21,95742187500002274;42,4624366760254;3,5202419757843018
agri_fire;2003;7;13;53137;Ruillé-Le-Gravelais;3,000;chaume;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;LOIRON;MAYENNE;53;c(-0.919282481771, 48.0630179288);21,73085937500002274;46,7347373962402;3,0522429943084717
agri_fire;2003;7;13;53228;Saint-Jean-sur-Ervre;2,000;chaume;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;SAINT-JEAN-SUR-ERVE;MAYENNE;53;c(-0.38824131993, 48.0403224442);22,46328125000002274;42,4827079772949;3,2026257514953613
agri_fire;2003;7;12;44007;Avessac;1,000;chaume;NA;NA;ouest France;NA;2003-07-12;07-12;2003-07;AVESSAC;LOIRE-ATLANTIQUE;44;c(-1.97050871505, 47.635436304);20,71181640625002274;51,1195068359375;2,8143272399902344
agri_fire;2003;7;11;85178;Le Poiré-sur-Vie;4,000;chaume;NA;NA;ouest France;NA;2003-07-11;07-11;2003-07;POIROUX;VENDEE;85;c(-1.53929317556, 46.5107890457);21,17788085937502274;59,3633880615234;4,8940291404724121
agri_fire;2003;7;9;22143;la Vigne (Matignon);0,700;herbe_seche;NA;NA;ouest France;NA;2003-07-09;07-09;2003-07;MATIGNON;COTES-D'ARMOR;22;c(-2.29021789488, 48.6017682782);16,83950195312502274;91,1387252807617;1,2828691005706787
