groups;annee;mois;jour;code_commune;commune.x;surface_ha;type_vegetation;lieu_de_stockage;masse_tonne_matiere_seche;source;rmq;date;datemj;dateym;commune.y;departement;lat;lon;code_departement
build_agri_fire;2010;4;16;42025;boyer;NA;paille;hangar;144,0;le progrès;NA;2010-04-16;04-16;2010-04;BOYER;LOIRE;46,0971669978;4,214837630270000;42
build_agri_fire;2010;4;20;39078;BREVANS;NA;foin;hangar;50,0;le progrès;NA;2010-04-20;04-20;2010-04;BREVANS;JURA;47,1007698445;5,522822727190000;39
build_agri_fire;2010;4;21;16146;Garat;NA;fourrage;hangar;NA;Charente libre;matériel agricole;2010-04-21;04-21;2010-04;GARAT;CHARENTE;45,6261876475;0,267214788148000;16
build_agri_fire;2010;4;23;01023;Asnières-sur-Saône;NA;paille_grain;hangar;20,0;le progrès;NA;2010-04-23;04-23;2010-04;ASNIERES-SUR-SAONE;AIN;46,3857281418;4,883874786230000;01
build_agri_fire;2010;4;24;56244;Sérent;NA;fourrage;hangar;NA;ouest France;matériel agricole;2010-04-24;04-24;2010-04;SERENT;MORBIHAN;47,8245310823;-2,497284041930000;56
build_agri_fire;2010;4;24;56228;Saint-Marcel;NA;fourrage;hangar;NA;ouest France;matériel agricole;2010-04-24;04-24;2010-04;SAINT-MARCEL;MORBIHAN;47,8114442291;-2,416409083910000;56
build_agri_fire;2010;4;27;44038;Chauvé;NA;fourrage;hangar;60,0;presse océan;bétail;2010-04-27;04-27;2010-04;CHAUVE;LOIRE-ATLANTIQUE;47,1588661346;-2,012001236530000;44
build_agri_fire;2010;4;28;25182;Cubry;NA;paille_cereale;hangar;NA;l'Est républicain;matériel agricole;2010-04-28;04-28;2010-04;CUBRY;DOUBS;47,4984298197;6,423601758830000;25
build_agri_fire;2010;4;29;25103;Busy;NA;foin_paille;hangar;NA;l'Est républicain;matériel agricole;2010-04-29;04-29;2010-04;BUSY;DOUBS;47,1679810214;5,954317544420000;25
build_agri_fire;2010;5;3;35238;Rennes;NA;foin_paille;hangar;10,0;ouest France;matériel agricole;2010-05-03;05-03;2010-05;RENNES;ILLE-ET-VILAINE;48,1119791219;-1,681864491440000;35
build_agri_fire;2010;5;3;69023;Blacé;NA;NA;hangar;NA;le progrès;matériel agricole;2010-05-03;05-03;2010-05;BLACE;RHONE;46,0346971393;4,635617007480000;69
build_agri_fire;2010;5;5;47045;CALIGNAC;NA;foin;hangar;NA;sud ouest;matériel agricole;2010-05-05;05-05;2010-05;CALIGNAC;LOT-ET-GARONNE;44,1363247779;0,417050425770000;47
build_agri_fire;2010;5;9;44158;Saint-Étienne-de-Montluc;NA;paille;hangar;NA;presse océan;NA;2010-05-09;05-09;2010-05;SAINT-ETIENNE-DE-MONTLUC;LOIRE-ATLANTIQUE;47,2651129890;-1,784268797480000;44
build_agri_fire;2010;6;3;42096;Fontanès;NA;paille;hangar;NA;le progrès;NA;2010-06-03;06-03;2010-06;FONTANES;LOIRE;45,5421701244;4,431253553250000;42
build_agri_fire;2010;6;3;49003;Tuffalun (Ambillou-Château);NA;foin;hangar;50,0;presse océan;matériel agricole;2010-06-03;06-03;2010-06;AMBILLOU-CHATEAU;MAINE-ET-LOIRE;47,2573828474;-0,337427788842000;49
build_agri_fire;2010;6;6;47206;Pinel-Hauterive (SAINT-PIERRE-DE-CAUBEL);NA;foin;hangar;15,0;sud ouest;NA;2010-06-06;06-06;2010-06;PINEL-HAUTERIVE;LOT-ET-GARONNE;44,4630091453;0,568242882595000;47
build_agri_fire;2010;6;11;69275;DECINES-CHARPIEU;NA;paille;hangar;14,0;le progrès;NA;2010-06-11;06-11;2010-06;DECINES-CHARPIEU;RHONE;45,7717277447;4,961427046350000;69
build_agri_fire;2010;6;12;16031;Barro;NA;fourrage;hangar;20,0;Charente libre;NA;2010-06-12;06-12;2010-06;BARRO;CHARENTE;46,0050083194;0,235825640846000;16
build_agri_fire;2010;6;15;23261;viersat;NA;foin;hangar;100,0;la montagne;NA;2010-06-15;06-15;2010-06;VIERSAT;CREUSE;46,2630214571;2,445180154350000;23
build_agri_fire;2010;6;20;01085;La Chapelle-du-Châtelard;NA;foin;hangar;NA;le progrès;véhicules;2010-06-20;06-20;2010-06;LA CHAPELLE-DU-CHATELARD;AIN;46,0744536905;5,021620558980000;01
build_agri_fire;2010;6;21;12229;Saint-Jean-d'Alcapiès;NA;foin;hangar;200,0;Centre presse;NA;2010-06-21;06-21;2010-06;SAINT-JEAN-D'ALCAPIES;AVEYRON;43,9486517779;2,967025873660000;12
build_agri_fire;2010;6;26;44047;Couëron;NA;fourrage;hangar;300,0;presse océan;NA;2010-06-26;06-26;2010-06;COUERON;LOIRE-ATLANTIQUE;47,2309985029;-1,729290025730000;44
build_agri_fire;2010;6;27;24356;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;NA;foin;hangar;15,0;sud ouest;véhicules;2010-06-27;06-27;2010-06;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;DORDOGNE;45,0511195053;0,966284843290000;24
build_agri_fire;2010;6;30;72147;La Guierche;NA;paille;hangar;NA;ouest France;bois;2010-06-30;06-30;2010-06;LA GUIERCHE;SARTHE;48,1185093654;0,201087831280000;72
build_agri_fire;2010;7;5;85141;Menomblet;NA;fourrage;hangar;220,0;ouest France;matériel agricole;2010-07-05;07-05;2010-07;LA MERLATIERE;VENDEE;46,7557703112;-1,297945770000000;85
build_agri_fire;2010;7;4;22269;Runan;NA;paille;hangar;NA;ouest France;matériel agricole;2010-07-04;07-04;2010-07;RUNAN;COTES-D'ARMOR;48,6867514768;-3,227345907990000;22
build_agri_fire;2010;7;6;44158;Saint-Étienne-de-Montluc;NA;fourrage;hangar;40,0;presse océan;NA;2010-07-06;07-06;2010-07;SAINT-ETIENNE-DE-MONTLUC;LOIRE-ATLANTIQUE;47,2651129890;-1,784268797480000;44
build_agri_fire;2010;7;7;11303;Puivert;NA;foin;hangar;90,0;l'indépendant;NA;2010-07-07;07-07;2010-07;PUIVERT;AUDE;42,9088493046;2,059401057240000;11
build_agri_fire;2010;7;14;47143;LAVARDAC;NA;paille;hangar;NA;sud ouest;NA;2010-07-14;07-14;2010-07;LAVARDAC;LOT-ET-GARONNE;44,1829389020;0,301778436575000;47
build_agri_fire;2010;7;19;54571;Sommaire Ville-en-Vermois;NA;foin_paille;hangar;60,0;l'Est républicain;NA;2010-07-19;07-19;2010-07;VILLE-EN-VERMOIS;MEURTHE-ET-MOSELLE;48,6194878128;6,244288545240000;54
build_agri_fire;2010;7;24;15171;Sainte-Anastasie;NA;foin;hangar;NA;la montagne;NA;2010-07-24;07-24;2010-07;SAINTE-ANASTASIE;CANTAL;45,1805333884;2,975212651150000;15
build_agri_fire;2010;7;27;03121;gennetines;NA;foin;hangar;80,0;l'yonne républicaine;NA;2010-07-27;07-27;2010-07;GENNETINES;ALLIER;46,6296398798;3,404983186380000;03
build_agri_fire;2010;8;4;63301;Ris;NA;foin;hangar;15,0;la montagne;NA;2010-08-04;08-04;2010-08;RIS;PUY-DE-DOME;46,0038743026;3,512700744910000;63
build_agri_fire;2010;8;4;50100;Carnet;NA;dinde;hangar;NA;ouest France;21 000 dindes;2010-08-04;08-04;2010-08;CARNET;MANCHE;48,5049122594;-1,353014696440000;50
build_agri_fire;2010;7;30;50100;Carnet;NA;foin;hangar;NA;ouest France;NA;2010-07-30;07-30;2010-07;CARNET;MANCHE;48,5049122594;-1,353014696440000;50
build_agri_fire;2010;8;6;13108;Tarascon;NA;foin;hangar;40,0;midi libre;matériel agricole;2010-08-06;08-06;2010-08;TARASCON;BOUCHES-DU-RHONE;43,7939885332;4,686148492040000;13
build_agri_fire;2010;8;7;49130;Ecuillé;NA;fourrage;hangar;50,0;presse océan;NA;2010-08-07;08-07;2010-08;ECUILLE;MAINE-ET-LOIRE;47,6151527391;-0,560819094743000;49
build_agri_fire;2010;8;10;39078;Brevans;NA;fourrage;hangar;250,0;le progrès;NA;2010-08-10;08-10;2010-08;BREVANS;JURA;47,1007698445;5,522822727190000;39
build_agri_fire;2010;8;10;03201;Nizerolles;NA;paille_foin;hangar;300,0;la montagne;NA;2010-08-10;08-10;2010-08;NIZEROLLES;ALLIER;46,1072966632;3,644080395970000;03
build_agri_fire;2010;8;13;23245;Saint-Sulpice-le-Guérétois;NA;paille_foin;hangar;1000,0;la montagne;NA;2010-08-13;08-13;2010-08;SAINT-SULPICE-LE-GUERETOIS;CREUSE;46,2020232419;1,828220957580000;23
build_agri_fire;2010;8;16;03142;lenax;NA;fourrage;hangar;NA;la montagne;NA;2010-08-16;08-16;2010-08;LENAX;ALLIER;46,3039709752;3,830670274380000;03
build_agri_fire;2010;8;27;42075;Craintilleux;NA;paille;hangar;200,0;le progrès;NA;2010-08-27;08-27;2010-08;CRAINTILLEUX;LOIRE;45,5742819200;4,225551889450000;42
build_agri_fire;2010;8;27;23195;Saint-Fiel;NA;paille;hangar;135,0;la montagne;NA;2010-08-27;08-27;2010-08;SAINT-FIEL;CREUSE;46,2132149531;1,895272027480000;23
build_agri_fire;2010;8;30;32016;AURADÉ;NA;foin;hangar;NA;sud ouest;matériel agricole;2010-08-30;08-30;2010-08;AURADE;GERS;43,5585584214;1,073816514630000;32
build_agri_fire;2010;9;1;17061;BRAN;NA;paille;hangar;NA;sud ouest;NA;2010-09-01;09-01;2010-09;BRAN;CHARENTE-MARITIME;45,3499135162;-0,261698224631000;17
build_agri_fire;2010;9;1;32148;Giscaro;NA;NA;hangar;NA;sud ouest;NA;2010-09-01;09-01;2010-09;GISCARO;GERS;43,6065164877;0,934024195590000;32
build_agri_fire;2010;9;11;16303;Saint-Bonnet;NA;paille;hangar;20,0;Charente libre;NA;2010-09-11;09-11;2010-09;SAINT-BONNET;CHARENTE;45,4739641055;-0,089278879415300;16
build_agri_fire;2010;9;12;63407;saulzet-le-froid;NA;foin_paille;hangar;NA;la montagne;NA;2010-09-12;09-12;2010-09;SAULZET-LE-FROID;PUY-DE-DOME;45,6309455318;2,892203992050000;63
build_agri_fire;2010;9;15;39332;Hauteroche (mirebel);NA;fourrage;hangar;NA;le progrès;matériel agricole;2010-09-15;09-15;2010-09;MIREBEL;JURA;46,7000086566;5,734865994370000;39
build_agri_fire;2010;9;20;44054;Erbray;NA;foin;hangar;160,0;presse océan;NA;2010-09-20;09-20;2010-09;ERBRAY;LOIRE-ATLANTIQUE;47,6690929055;-1,321858813830000;44
build_agri_fire;2010;9;28;29020;Briec;NA;fourrage;hangar;NA;ouest France;NA;2010-09-28;09-28;2010-09;BRIEC;FINISTERE;48,0935971343;-4,020784771460000;29
build_agri_fire;2010;8;20;14493;Percy-en-Auge;NA;foin;hangar;230,0;ouest France;NA;2010-08-20;08-20;2010-08;PERCY-EN-AUGE;CALVADOS;49,0598706547;-0,060058486621000;14
build_agri_fire;2010;10;9;17448;TONNAY-BOUTONNE;NA;paille;hangar;NA;sud ouest;matériel agricole;2010-10-09;10-09;2010-10;TONNAY-BOUTONNE;CHARENTE-MARITIME;45,9748907338;-0,710979318464000;17
build_agri_fire;2010;10;17;55211;Gincrey;NA;foin;hangar;50,0;l'Est républicain;NA;2010-10-17;10-17;2010-10;GINCREY;MEUSE;49,2601835738;5,565668168180000;55
build_agri_fire;2010;10;19;32077;CASTELNAU-D'ANGLÈS;NA;paille;hangar;450,0;sud ouest;NA;2010-10-19;10-19;2010-10;CASTELNAU-D'ANGLES;GERS;43,6164688819;0,295821312988000;32
build_agri_fire;2010;10;19;49227;Notre-Dame-d'Allençon;NA;fourrage_ble;hangar;100,0;presse océan;NA;2010-10-19;10-19;2010-10;NOTRE-DAME-D'ALLENCON;MAINE-ET-LOIRE;47,2987148996;-0,466445239668000;49
build_agri_fire;2010;10;19;49050;BRISSAC-QUINCE;NA;paille_foin;hangar;NA;ouest France;matériel agricole;2010-10-19;10-19;2010-10;BRISSAC-QUINCE;MAINE-ET-LOIRE;47,3416678749;-0,441366325976000;49
build_agri_fire;2010;10;20;42242;SAINT-JOSEPH;NA;paille_fourrage;hangar;NA;le progrès;NA;2010-10-20;10-20;2010-10;SAINT-JOSEPH;LOIRE;45,5552073766;4,619436142250000;42
build_agri_fire;2010;10;20;89438;VENOY;NA;grain;hangar;NA;l'yonne républicaine;NA;2010-10-20;10-20;2010-10;VERGIGNY;YONNE;47,9549518047;3,697037844720000;89
build_agri_fire;2010;10;21;71093;La Chapelle-Saint-Sauveur;NA;fourrage;hangar;40,0;ouest France;NA;2010-10-21;10-21;2010-10;LA CHAPELLE-SAINT-SAUVEUR;SAONE-ET-LOIRE;46,8468026106;5,264488290430000;71
build_agri_fire;2010;10;25;42049;Changy;NA;paille_foin;hangar;60,0;le progrès;NA;2010-10-25;10-25;2010-10;CHANGY;LOIRE;46,1458600113;3,899667242430000;42
build_agri_fire;2010;11;2;54545;VANDELEVILLE;NA;foin;hangar;50,0;l'Est républicain;NA;2010-11-02;11-02;2010-11;VANDELEVILLE;MEURTHE-ET-MOSELLE;48,4246792766;5,991501661470000;54
build_agri_fire;2010;11;5;54190;Fécocourt;NA;paille;hangar;90,0;l'Est républicain;NA;2010-11-05;11-05;2010-11;FECOCOURT;MEURTHE-ET-MOSELLE;48,4030210268;6,002010192330000;54
build_agri_fire;2010;11;13;55433;Rigny-la-Salle;NA;fourrage;hangar;4000,0;l'Est républicain;matériel agricole;2010-11-13;11-13;2010-11;RIGNY-LA-SALLE;MEUSE;48,6274903264;5,720629428140000;55
build_agri_fire;2010;11;27;29025;Cast;NA;fourrage;hangar;NA;ouest France;NA;2010-11-27;11-27;2010-11;CAST;FINISTERE;48,1490980732;-4,119284215190000;29
build_agri_fire;2010;12;2;25333;Laviron;NA;fourrage;hangar;600,0;le progrès;matériel agricole;2010-12-02;12-02;2010-12;LAVIRON;DOUBS;47,2548002468;6,559406946820000;25
build_agri_fire;2010;12;4;64491;SAINT-MÉDARD;NA;foin;hangar;NA;sud ouest;matériel agricole;2010-12-04;12-04;2010-12;SAINT-MEDARD;PYRENEES-ATLANTIQUES;43,5349414863;-0,587158607192000;64
build_agri_fire;2010;12;26;22206;Plouagat;NA;fourrage;hangar;300,0;ouest France;NA;2010-12-26;12-26;2010-12;PLOUAGAT;COTES-D'ARMOR;48,5303656854;-2,989528658180000;22
agri_fire;2011;10;17;72025;Bazouges-sur-le-Loir;1,000;chaume;NA;NA;ouest France;NA;2011-10-17;10-17;2011-10;BAZOUGES-SUR-LE-LOIR;SARTHE;47,6856990287;-0,172011886332000;72
agri_fire;2011;10;16;72333;Semur-en-Vallon;2,000;mais;NA;NA;le maine libre;NA;2011-10-16;10-16;2011-10;SEMUR-EN-VALLON;SARTHE;48,0214150215;0,672345988795000;72
agri_fire;2011;10;12;11042;BLOMAC;3,000;chaume;NA;NA;l'indépendant;NA;2011-10-12;10-12;2011-10;BLOMAC;AUDE;43,2134329065;2,588561669640000;11
agri_fire;2011;10;10;34209;Portiragnes;0,200;herbe;NA;NA;midi libre;NA;2011-10-10;10-10;2011-10;PORTIRAGNES;HERAULT;43,3017367270;3,347631074100000;34
agri_fire;2011;10;10;34032;Béziers;0,040;herbe;NA;NA;midi libre;NA;2011-10-10;10-10;2011-10;BEZIERS;HERAULT;43,3475883319;3,230767541640000;34
agri_fire;2011;10;8;34329;Vendres (-Plage);0,060;chaume;NA;NA;midi libre;NA;2011-10-08;10-08;2011-10;VENDRES;HERAULT;43,2581519414;3,227202602440000;34
agri_fire;2011;10;6;32425;Ségoufielle;2,000;chaume;NA;NA;sud ouest;NA;2011-10-06;10-06;2011-10;SEGOUFIELLE;GERS;43,6308520432;1,131795536280000;32
agri_fire;2011;10;6;32249;Mauvezin;3,000;chaume;NA;NA;sud ouest;NA;2011-10-06;10-06;2011-10;MAUVEZIN;GERS;43,7315774069;0,866244798675000;32
agri_fire;2011;10;4;11192;Lasbordes;7,000;chaume_sous_bois;NA;NA;midi libre;NA;2011-10-04;10-04;2011-10;LASBORDES;AUDE;43,2996016528;2,063337426760000;11
agri_fire;2011;10;3;32013;Auch;2,000;broussaille_vigne;NA;NA;sud ouest;NA;2011-10-03;10-03;2011-10;AUCH;GERS;43,6534300414;0,575190250459000;32
agri_fire;2011;10;3;32334;Pujaudran;4,500;chaume_broussaille_herbe;NA;NA;sud ouest;NA;2011-10-03;10-03;2011-10;PUJAUDRAN;GERS;43,5897953804;1,171064116450000;32
agri_fire;2011;9;15;32384;SAINT-LARY;4,000;chaume;NA;NA;sud ouest;NA;2011-09-15;09-15;2011-09;SAINT-LARY;GERS;43,7203557859;0,497674547700000;32
agri_fire;2011;8;28;34299;Sérignan;0,150;champ;NA;NA;midi libre;NA;2011-08-28;08-28;2011-08;SERIGNAN;HERAULT;43,2733185307;3,297250832540000;34
agri_fire;2011;8;21;22304;Saint-Jean-Kerdaniel;0,020;chaume;NA;NA;ouest France;NA;2011-08-21;08-21;2011-08;SAINT-JEAN-KERDANIEL;COTES-D'ARMOR;48,5525813879;-3,034028247620000;22
agri_fire;2011;8;20;72187;Marigné-Laillé;0,070;paille;NA;NA;ouest France;NA;2011-08-20;08-20;2011-08;MARIGNE-LAILLE;SARTHE;47,8180439053;0,352157158687000;72
agri_fire;2011;8;19;77237;JOSSIGNY;NA;paille;NA;NA;le parisien;NA;2011-08-19;08-19;2011-08;JOSSIGNY;SEINE-ET-MARNE;48,8311007596;2,763234027230000;77
agri_fire;2011;8;11;14646;Saint-Pierre-Canivet;0,500;chaume;NA;NA;ouest France;NA;2011-08-11;08-11;2011-08;SAINT-PIERRE-CANIVET;CALVADOS;48,9211270425;-0,230012764735000;14
agri_fire;2011;8;10;56161;Ploemel;0,500;ble;NA;NA;ouest France;NA;2011-08-10;08-10;2011-08;PLOEMEL;MORBIHAN;47,6594932649;-3,071594031860000;56
agri_fire;2011;8;8;32249;MAUVEZIN;1,000;chaume;NA;NA;sud ouest;65306 et 31333;2011-08-08;08-08;2011-08;MAUVEZIN;GERS;43,7315774069;0,866244798675000;32
agri_fire;2011;8;8;32079;CASTELNAU-D'AUZAN;0,150;broussaille;NA;NA;sud ouest;NA;2011-08-08;08-08;2011-08;CASTELNAU-D'AUZAN;GERS;43,9434923568;0,101863024950000;32
agri_fire;2011;8;3;72212;Moulins-le-Carbonnel;1,000;recolte;NA;NA;le maine libre;NA;2011-08-03;08-03;2011-08;MOULINS-LE-CARBONNEL;SARTHE;48,3735152031;-0,013192116711800;72
agri_fire;2011;8;3;72073;Chaufour-Notre-Dame;NA;recolte;NA;NA;le maine libre;NA;2011-08-03;08-03;2011-08;CHAUFOUR-NOTRE-DAME;SARTHE;48,0183975387;0,062970520429500;72
agri_fire;2011;8;3;32328;POUY-ROQUELAURE;4,000;chaume;NA;NA;sud ouest;NA;2011-08-03;08-03;2011-08;POUY-ROQUELAURE;GERS;44,0383578636;0,521396806967000;32
agri_fire;2011;8;2;60003;ABBEVILLE- SAINT-LUCIEN;0,020;chaume;NA;NA;le parisien;NA;2011-08-02;08-02;2011-08;ABBEVILLE-SAINT-LUCIEN;OISE;49,5201068363;2,166365363850000;60
agri_fire;2011;8;2;41032;CHAILLES;0,020;chaume;NA;NA;la nouvelle république;NA;2011-08-02;08-02;2011-08;CHAILLES;LOIR-ET-CHER;47,5389507854;1,315988761140000;41
agri_fire;2011;8;2;12225;Saint-Georges-de-Luzençon;0,200;recolte;NA;NA;Centre presse;NA;2011-08-02;08-02;2011-08;SAINT-GEORGES-DE-LUZENCON;AVEYRON;44,0565556182;2,987143815250000;12
agri_fire;2011;8;2;61051;Boitron;2,000;chaume;NA;NA;ouest France;NA;2011-08-02;08-02;2011-08;BOITRON;ORNE;48,5692964813;0,265425741092000;61
agri_fire;2011;8;1;62465;HUMBERCAMPS;NA;champ;NA;NA;la voix du nord;NA;2011-08-01;08-01;2011-08;HUMBERCAMPS;PAS-DE-CALAIS;50,1884753334;2,574533188600000;62
agri_fire;2011;8;1;53123;Juvigné;10,000;paille;NA;NA;ouest France;NA;2011-08-01;08-01;2011-08;JUVIGNE;MAYENNE;48,2356053561;-1,021885452820000;53
agri_fire;2011;8;1;56138;Monterrein;1,000;chaume;NA;NA;ouest France;NA;2011-08-01;08-01;2011-08;MONTERREIN;MORBIHAN;47,8834163205;-2,356026820870000;56
agri_fire;2011;8;1;41279;Villedieu-le-Château;3,000;chaume;NA;NA;la nouvelle république;NA;2011-08-01;08-01;2011-08;VILLEDIEU-LE-CHATEAU;LOIR-ET-CHER;47,7145584824;0,640231512213000;41
agri_fire;2011;8;1;56189;Radenac;5,000;ble;NA;NA;ouest France;NA;2011-08-01;08-01;2011-08;RADENAC;MORBIHAN;47,9491864881;-2,713026225400000;56
agri_fire;2011;8;1;72012;Assé-le-Riboul;NA;recolte;NA;NA;le maine libre;NA;2011-08-01;08-01;2011-08;ASSE-LE-RIBOUL;SARTHE;48,2030195812;0,078627862443000;72
agri_fire;2011;8;1;53245;SAINT-PIERRE-DES-LANDES;10,000;paille;NA;NA;ouest France;NA;2011-08-01;08-01;2011-08;SAINT-PIERRE-DES-LANDES;MAYENNE;48,2883947917;-1,028050975750000;53
agri_fire;2011;8;1;61341;Radon (Écouves);6,000;chaume;NA;NA;ouest France;NA;2011-08-01;08-01;2011-08;RADON;ORNE;48,5089267357;0,086396587833800;61
agri_fire;2011;8;1;61230;Moulicent (Longny-les-Villages);10,000;chaume;NA;NA;ouest France;NA;2011-08-01;08-01;2011-08;LONGNY-AU-PERCHE;ORNE;48,5293923919;0,757893185933000;61
agri_fire;2011;7;31;03299;Varennes-sur-Tèche;1,000;champ;NA;NA;la montagne;NA;2011-07-31;07-31;2011-07;VARENNES-SUR-TECHE;ALLIER;46,3177738358;3,637441728600000;03
agri_fire;2011;7;31;29029;Cléden-Poher;0,100;ble;NA;NA;ouest France;NA;2011-07-31;07-31;2011-07;CLEDEN-POHER;FINISTERE;48,2430990086;-3,664465732120000;29
agri_fire;2011;7;31;61473;Sevrai;4,000;ble;NA;NA;ouest France;NA;2011-07-31;07-31;2011-07;SEVRAI;ORNE;48,7048584232;-0,151545774151000;61
agri_fire;2011;7;31;36177;Sacierges-Saint-Martin;3,000;recolte;NA;NA;la nouvelle république;NA;2011-07-31;07-31;2011-07;SACIERGES-SAINT-MARTIN;INDRE;46,5020933544;1,363686266500000;36
agri_fire;2011;7;31;32257;MIRANNES;10,000;chaume;NA;NA;sud ouest;NA;2011-07-31;07-31;2011-07;MIRANNES;GERS;43,6243319554;0,383494867910000;32
agri_fire;2011;7;31;34148;Maraussan;NA;chaume;NA;NA;midi libre;NA;2011-07-31;07-31;2011-07;MARAUSSAN;HERAULT;43,3705670730;3,153789461500000;34
agri_fire;2011;7;31;34032;Béziers;1,000;chaume;NA;NA;midi libre;NA;2011-07-31;07-31;2011-07;BEZIERS;HERAULT;43,3475883319;3,230767541640000;34
agri_fire;2011;7;31;32356;Saint-André;10,000;chaume;NA;NA;sud ouest;NA;2011-07-31;07-31;2011-07;SAINT-ANDRE;GERS;43,5589723069;0,858056071738000;32
agri_fire;2011;7;30;56053;Elven;0,400;champ;NA;NA;ouest France;NA;2011-07-30;07-30;2011-07;ELVEN;MORBIHAN;47,7326809062;-2,592790702150000;56
agri_fire;2011;7;30;49081;Châtelais;4,000;champ;NA;NA;ouest France;NA;2011-07-30;07-30;2011-07;CHATELAIS;MAINE-ET-LOIRE;47,7621935629;-0,934797324242000;49
agri_fire;2011;7;30;11033;BELPECH;5,000;chaume;NA;NA;midi libre;NA;2011-07-30;07-30;2011-07;BELPECH;AUDE;43,2034214828;1,763390360090000;11
agri_fire;2011;7;30;56102;Lanouée;0,500;chaume;NA;NA;ouest France;NA;2011-07-30;07-30;2011-07;LANOUEE;MORBIHAN;47,9872211991;-2,575676075460000;56
agri_fire;2011;7;30;56091;Josselin;6,000;champ;NA;NA;ouest France;NA;2011-07-30;07-30;2011-07;JOSSELIN;MORBIHAN;47,9544411983;-2,548776006210000;56
agri_fire;2011;7;30;44077;Joué-sur-Erdre;2,000;chaume;NA;NA;ouest France;NA;2011-07-30;07-30;2011-07;JOUE-SUR-ERDRE;LOIRE-ATLANTIQUE;47,5092437538;-1,429434949480000;44
agri_fire;2011;7;28;55143;Damloup;1,000;chaume;NA;NA;l'est républicain;NA;2011-07-28;07-28;2011-07;DAMLOUP;MEUSE;49,1993965237;5,492615521690000;55
agri_fire;2011;7;27;72132;la Ferté-Bernard;NA;chaume;NA;NA;le maine libre;NA;2011-07-27;07-27;2011-07;LA FERTE-BERNARD;SARTHE;48,1842560568;0,634694806211000;72
agri_fire;2011;7;26;14027;Aunay-sur-Odon;0,100;ble;NA;NA;ouest France;NA;2011-07-26;07-26;2011-07;AUNAY-SUR-ODON;CALVADOS;49,0144785445;-0,633929762668000;14
agri_fire;2011;7;25;37135;LOUESTAULT;0,300;chaume;NA;NA;la nouvelle république;NA;2011-07-25;07-25;2011-07;LOUESTAULT;INDRE-ET-LOIRE;47,6062030941;0,655292241515000;37
agri_fire;2011;7;22;34270;Saint- Jean-de-Védas;NA;chaume;NA;NA;midi libre;NA;2011-07-22;07-22;2011-07;SAINT-JEAN-DE-VEDAS;HERAULT;43,5716282319;3,832218479520000;34
agri_fire;2011;7;21;72107;Crannes-en-Champagne;0,050;ble;NA;NA;le maine libre;NA;2011-07-21;07-21;2011-07;CRANNES-EN-CHAMPAGNE;SARTHE;47,9793340977;-0,036615141159600;72
agri_fire;2011;7;18;37153;MONNAIE;1,000;chaume;NA;NA;la nouvelle république;NA;2011-07-18;07-18;2011-07;MONNAIE;INDRE-ET-LOIRE;47,4985433749;0,786215614417000;37
agri_fire;2011;7;17;03292;tronget;NA;champ;NA;NA;la montagne;NA;2011-07-17;07-17;2011-07;TRONGET;ALLIER;46,4186333910;3,088623655830000;03
agri_fire;2011;7;17;03118;gannat;0,500;champ;NA;NA;la montagne;NA;2011-07-17;07-17;2011-07;GANNAT;ALLIER;46,0984192073;3,177908236290000;03
agri_fire;2011;7;17;28229;mainvilliers;8,000;paille;NA;NA;la montagne;NA;2011-07-17;07-17;2011-07;MAINVILLIERS;EURE-ET-LOIR;48,4625411561;1,445819702250000;28
agri_fire;2011;7;16;60471;NOYON;0,020;chaume;NA;NA;le parisien;NA;2011-07-16;07-16;2011-07;NOYON;OISE;49,5774343318;3,007998061710000;60
agri_fire;2011;7;15;53246;Saint-Pierre-des-Nids;0,100;champ;NA;NA;ouest France;NA;2011-07-15;07-15;2011-07;SAINT-PIERRE-DES-NIDS;MAYENNE;48,3981189139;-0,108578317473000;53
agri_fire;2011;7;15;49331;Segré;30,000;champ;NA;NA;ouest France;NA;2011-07-15;07-15;2011-07;SEGRE;MAINE-ET-LOIRE;47,7016654227;-0,863354104119000;49
agri_fire;2011;7;15;53104;Gennes-sur-Glaize;5,000;ble;NA;NA;ouest France;NA;2011-07-15;07-15;2011-07;GENNES-SUR-GLAIZE;MAYENNE;47,8440286792;-0,586296420609000;53
agri_fire;2011;7;15;72325;Saint-Vincent-du-Lorouër;4,000;ble;NA;NA;le maine libre;NA;2011-07-15;07-15;2011-07;SAINT-VINCENT-DU-LOROUER;SARTHE;47,8210184227;0,480742705963000;72
agri_fire;2011;7;15;72154;La Flèche;0,200;recolte;NA;NA;le maine libre;NA;2011-07-15;07-15;2011-07;LA FLECHE;SARTHE;47,6893893794;-0,064695484971400;72
agri_fire;2011;7;15;72272;Sainte-Cérotte;NA;recolte;NA;NA;le maine libre;NA;2011-07-15;07-15;2011-07;SAINTE-CEROTTE;SARTHE;47,9011298028;0,682806358799000;72
agri_fire;2011;7;15;72380;Vivoin;1,000;ble;NA;NA;le maine libre;NA;2011-07-15;07-15;2011-07;VIVOIN;SARTHE;48,2401913817;0,162292381772000;72
